Journal,Year,Authors,Title,Paper Ref,Country
Journal of Clinical Rehabilitative Tissue Engineering Research,2011,"Tan M.

Zhao M.-J.

Jiao G.-L.

Li Z.-Z.

Sun G.-D.",Different interbody implants for long segment ossification of cervical posterior longitudinal ligament.,"Journal of Clinical Rehabilitative Tissue Engineering Research. 15 (35) (pp 6527-6531), 2011. Date of Publication: August 2011.",China
Journal of Electromyography and Kinesiology,2011,"Malone A.

Meldrum D.

Gleeson J.

Bolger C.",Reliability of surface electromyography timing parameters in gait in cervical spondylotic myelopathy.,"Journal of Electromyography and Kinesiology. 21 (6) (pp 1004-1010), 2011. Date of Publication: December 2011.",Ireland
Journal of Korean Neurosurgical Society,2011,"Park J.Y.

Zhang H.Y.

Oh M.C.",New technical tip for anterior cervical plating: Make hole first and choose the proper plate size later.,"Journal of Korean Neurosurgical Society. 49 (4) (pp 212-216), 2011. Date of Publication: April 2011.",South Korea
"Journal of Neurology, Neurosurgery and Psychiatry",2011,"Bednarik J.

Sladkova D.

Kadanka Z.

Dusek L.

Kerkovsky M.

Vohanka S.

Novotny O.

Urbanek I.

Nemec M.",Are subjects with spondylotic cervical cord encroachment at increased risk of cervical spinal cord injury after minor trauma?.,"Journal of Neurology, Neurosurgery and Psychiatry. 82 (7) (pp 779-781), 2011. Date of Publication: July 2011.",Czech Republic
Journal of Neurosurgery: Spine,2011,"Goel A.

Shah A.",Facetal distraction as treatment for single- and multilevel cervical spondylotic radiculopathy and myelopathy: A preliminary report - Technical note.,"Journal of Neurosurgery: Spine. 14 (6) (pp 689-696), 2011. Date of Publication: June 2011.",india
Journal of Neurosurgery: Spine,2011,"Cardoso M.J.

Mendelsohn A.

Rosner M.K.",Cervical hybrid arthroplasty with 2 unique fusion techniques: Technical note.,"Journal of Neurosurgery: Spine. 15 (1) (pp 48-54), 2011. Date of Publication: July 2011.",usa
Journal of Neurosurgery: Spine,2011,"Urakawa T.

Matsuzawa H.

Suzuki Y.

Endo N.

Kwee I.L.

Nakada T.",Analysis of ascending spinal tract degeneration in cervical spondylotic myelopathy using 3D anisotropy contrast single-shot echo planar imaging on a 3.0-T system: Clinical article.,"Journal of Neurosurgery: Spine. 15 (6) (pp 648-653), 2011. Date of Publication: December 2011.",Japan
Journal of Spinal Disorders and Techniques,2011,"Arnold P.M.

Warren R.K.

Anderson K.K.

Vaccaro A.R.",Surgical treatment of patients with cervical myeloradiculopathy and coexistent multiple sclerosis: Report of 15 patients with long-term follow-up.,"Journal of Spinal Disorders and Techniques. 24 (3) (pp 177-182), 2011. Date of Publication: May 2011.",usa
NeuroImage,2011,"Cui J.-L.

Wen C.-Y.

Hu Y.

Li T.-H.

Luk K.D.-K.",Entropy-based analysis for diffusion anisotropy mapping of healthy and myelopathic spinal cord.,"NeuroImage. 54 (3) (pp 2125-2131), 2011. Date of Publication: 01 Feb 2011.",hong kong
NeuroImage,2011,"Cui J.-L.

Wen C.-Y.

Hu Y.

Mak K.-C.

Mak K.H.H.

Luk K.D.K.",Orientation entropy analysis of diffusion tensor in healthy and myelopathic spinal cord.,"NeuroImage. 58 (4) (pp 1028-1033), 2011. Date of Publication: 15 October 2011.",hong kong
Neurological Research,2011,"Haghighi S.S.

Mundis G.

Zhang R.

Ramirez B.",Correlation between transcranial motor and somatosensory-evoked potential findings in cervical myelopathy or radiculopathy during cervical spine surgery.,"Neurological Research. 33 (9) (pp 893-898), 2011. Date of Publication: November 2011.",usa
Neurosurgical focus,2011,"Wang M.Y.

Thambuswamy M.","Ossification of the posterior longitudinal ligament in non-Asians: demographic, clinical, and radiographic findings in 43 patients.","Neurosurgical focus. 30 (3) (pp E4), 2011. Date of Publication: Mar 2011.",usa
Orthopedics,2011,"Mesfin A.

Gjolaj J.P.

Lemma M.A.",A method for intraoperative repositioning of the cervical spine during posterior cervical surgery.,"Orthopedics. 34 (8) (pp 597-599), 2011. Date of Publication: August 2011.",usa
Singapore Medical Journal,2011,"Wazir N.N.

Kareem B.A.",New clinical sign of cervical myelopathy: Wazir hand myelopathy sign.,"Singapore Medical Journal. 52 (1) (pp 47-49), 2011. Date of Publication: January 2011.",malaysia
Spinal Cord,2011,"Imajo, 

Kato, 

Yonemura, 

Kanchiku, 

Suzuki, 

Taguchi",Relative vulnerability of various spinal tracts in C3-4 cervical spondylotic myelopathy: Multi-modal spinal cord evoked potentials.,"Spinal Cord. 49 (11) (pp 1128-1133), 2011. Date of Publication: November 2011.",japan
Spine,2011,"Wang M.C.

Laud P.W.

MacIas M.

Nattinger A.B.",Strengths and limitations of international classification of disease ninth revision clinical modification codes in defining cervical spine surgery.,"Spine. 36 (1) (pp E38-E44), 2011. Date of Publication: 01 Jan 2011.",usa
Spine,2011,"Epstein N.E.

Schwall G.

Reillly T.

Insinna T.

Bahnken A.

Hood D.C.","Surgeon choices, and the choice of surgeons, affect total hospital charges for single-level anterior cervical surgery.","Spine. 36 (11) (pp 905-909), 2011. Date of Publication: 15 May 2011.",usa
Spine,2011,"Zhang L.

Zeitoun D.

Rangel A.

Lazennec J.Y.

Catonne Y.

Pascal-Moussellard H.",Preoperative evaluation of the cervical spondylotic myelopathy with flexion-extension magnetic resonance imaging: About a prospective study of fifty patients.,"Spine. 36 (17) (pp E1134-E1139), 2011. Date of Publication: 01 Aug 2011.",china
Spine,2011,"Machino, 

Yukawa, 

Ito, 

Nakashima, 

Kato",Dynamic changes in dural sac and spinal cord cross-sectional area in patients with cervical spondylotic myelopathy.,"Spine. 36 (5) (pp 399-403), 2011. Date of Publication: 01 Mar 2011.",japan
European Spine Journal,2012,"Kimura, 

Seichi, 

Inoue, 

Endo, 

Sato, 

Higashi, 

Hoshino",Ultrasonographic quantification of spinal cord and dural pulsations during cervical laminoplasty in patients with compressive myelopathy.,"European Spine Journal. 21 (12) (pp 2450-2455), 2012. Date of Publication: December 2012.",japan
Skeletal Radiology,2012,"Northover J.R.

Wild J.B.

Braybrooke J.

Blanco J.Northover J.R.

Wild J.B.

Braybrooke J.

Blanco J.",The epidemiology of cervical spondylotic myelopathy.,"Skeletal Radiology. 41 (12) (pp 1543-1546), 2012. Date of Publication: December 2012.",UK
Spine,2012,"Northover J.R.

Wild J.B.

Braybrooke J.

Blanco J.",Evidence of an inherited predisposition for cervical spondylotic myelopathy.,"Spine. 37 (1) (pp 26-29), 2012. Date of Publication: 01 Jan 2012.",USA
Spine,2012,"Kerkovsky M.

Bednarik J.

Dusek L.

Sprlakova-Pukova A.

Urbanek I.

Mechl M.

Valek V.

Kadanka Z.",Magnetic resonance diffusion tensor imaging in patients with cervical spondylotic spinal cord compression: Correlations between clinical and electrophysiological findings.,"Spine. 37 (1) (pp 48-56), 2012. Date of Publication: 01 Jan 2012.",Czech Republic
Alexandria Journal of Medicine,2012,Moussa W.M.,Anterior cervical discectomy versus posterior keyhole foraminotomy in cervical radiculopathy.,"Alexandria Journal of Medicine. 48 (4) (pp 309-314), 2012. Date of Publication: December 2012.",Egypt
American Journal of Neuroradiology,2012,"Sato, 

Horikoshi, 

Watanabe, 

Uchida, 

Kinouchi

Ishigame, 

Araki",Evaluation of cervical myelopathy using apparent diffusion coefficient measured by diffusion-weighted imaging.,"American Journal of Neuroradiology. 33 (2) (pp 388-392), 2012. Date of Publication: February 2012.",Japan
Genetics and Molecular Research,2012,"Wang Z.C.

Shi J.G.

Chen X.S.

Xu G.H.

Li L.J.

Jia L.S.",The role of smoking status and collagen IX polymorphisms in the susceptibility to cervical spondylotic myelopathy.,"Genetics and Molecular Research. 11 (2) (pp 1238-1244), 2012. Date of Publication: 2012.",China
Journal of Bone and Joint Surgery - Series B,2012,"Chang H.  

Song K.-J.  

Kim H.-Y.  

Choi B.-W.",Factors related to the development of myelopathy in patients with cervical ossification of the posterior longitudinal ligament.,"Journal of Bone and Joint Surgery - Series B. 94 B (7) (pp 946-949), 2012. Date of Publication: July 2012.",South Korea
Journal of Neurosurgery: Spine,2012,"Fujimori T.

Iwasaki M.

Nagamoto Y.

Ishii T.

Sakaura H.

Kashii M.

Yoshikawa H.

Sugamoto K.",Three-dimensional measurement of growth of ossification of the posterior longitudinal ligament. Clinical article.,"Journal of Neurosurgery: Spine. 16 (3) (pp 289-295), 2012. Date of Publication: March 2012.",japan
Orthopedics,2012,"Jiang L.

Chen W.

Chen Q.

Xu K.

Wu Q.

Li F.",Clinical application of a new plate fixation system in open-door laminoplasty.,"Orthopedics. 35 (2) (pp e225-e231), 2012. Date of Publication: February 2012.",China
,2012,,Role of hematologic laboratory studies in the postoperative management of patients undergoing anterior cervical diskectomy and fusion.,,usa
Spinal Cord,2012,"Okada M.

Minamide A.

Yoshida M.

Kawakami M.

Enyo Y.

Endo T.",Observations in the diagnosis of cervical myelopathy in patients suffering from diabetes mellitus.,"Spinal Cord. 50 (12) (pp 878-881), 2012. Date of Publication: December 2012.",Japan
Spinal Cord,2012,"Nomura T.

Tani T.

Ikeuchi M.

Akutagawa T.

Enoki H.

Ishida K.",Maximum voluntary ventilation as a sensitive measure to monitor the ventilatory function in cervical spondylotic myelopathy.,"Spinal Cord. 50 (4) (pp 328-332), 2012. Date of Publication: April 2012.",Japan
Spine,2012,"Jeon T.-S.

Chang H.

Choi B.-W.","Analysis of demographics, clinical, and radiographical findings of ossification of posterior longitudinal ligament of the cervical spine in 146 Korean patients.","Spine. 37 (24) (pp E1498-E1503), 2012. Date of Publication: 15 Nov 2012.",South Korea
Neurosurgical focus,2013,"Wu J.-C.

Ko C.-C.

Yen Y.-S.

Huang W.-C.

Chen Y.-C.

Liu L.

Tu T.-H.

Lo S.-S.

Cheng H.",Epidemiology of cervical spondylotic myelopathy and its risk of causing spinal cord injury: a national cohort study.,"Neurosurgical focus. 35 (1) (pp E10), 2013. Date of Publication: 01 Jul 2013.",Taiwan
Spine,2013,"Oglesby M.

Fineberg S.J.

Patel A.A.

Pelton M.A.

Singh K.",Epidemiological trends in cervical spine surgery for degenerative diseases between 2002 and 2009.,"Spine. 38 (14) (pp 1226-1232), 2013. Date of Publication: 15 Jun 2013.",USA
Acta Neurochirurgica,2013,"Auffinger B.

Lam S.

Shen J.

Thaci B.

Roitberg B.Z.",Usefulness of minimum clinically important difference for assessing patients with subaxial degenerative cervical spine disease: Statistical versus substantial clinical benefit.,"Acta Neurochirurgica. 155 (12) (pp 2345-2354), 2013. Date of Publication: 2013.",USA
Archives of Orthopaedic and Trauma Surgery,2013,"Chen Y.

Chen D.

Wang X.

Yang H.

Liu X.

Miao J.

Yu F.",Significance of segmental instability in cervical ossification of the posterior longitudinal ligament and treated by a posterior hybrid technique.,"Archives of Orthopaedic and Trauma Surgery. 133 (2) (pp 171-177), 2013. Date of Publication: February 2013.",China
Clinics in Orthopedic Surgery,2013,"Jung H.J.

Park J.-B.

Kong C.-G.

Kim Y.-Y.

Park J.

Kim J.B.",Postoperative urinary retention following anterior cervical spine surgery for degenerative cervical disc diseases.,"Clinics in Orthopedic Surgery. 5 (2) (pp 134-137), 2013. Date of Publication: June 2013.",South Korea
Computer aided surgery : official journal of the International Society for Computer Aided Surgery,2013,"Li A.

Wang Q.

Gao Y.

Yang J.

Wang Y.

Li X.K.",Preoperative design of expansive open-door laminoplasty: a computer-assisted morphometric analysis.,"Computer aided surgery : official journal of the International Society for Computer Aided Surgery. 18 (5-6) (pp 201-204), 2013. Date of Publication: 2013.",China
Egyptian Journal of Radiology and Nuclear Medicine,2013,"Taha Ali T.F.

Badawy A.E.",Feasibility of 1H-MR Spectroscopy in evaluation of cervical spondylotic myelopathy.,"Egyptian Journal of Radiology and Nuclear Medicine. 44 (1) (pp 93-99), 2013. Date of Publication: March 2013.",Egypt
European Journal of Radiology,2013,"Gao S.-J.

Yuan X.

Jiang X.-Y.

Liu X.-X.

Liu X.-P.

Wang Y.-F.

Cao J.-B.

Bai L.-N.

Xu K.",Correlation study of 3T-MR-DTI measurements and clinical symptoms of cervical spondylotic myelopathy.,"European Journal of Radiology. 82 (11) (pp 1940-1945), 2013. Date of Publication: November 2013.",China
European Spine Journal,2013,"Zhang Z.

Wang H.",CT angiography of anterior spinal artery in cervical spondylotic myelopathy.,"European Spine Journal. 22 (11) (pp 2515-2519), 2013. Date of Publication: Novenber 2013.",China
European Spine Journal,2013,"Malone A.

Meldrum D.

Gleeson J.

Bolger C.",Electromyographic characteristics of gait impairment in cervical spondylotic myelopathy.,"European Spine Journal. 22 (11) (pp 2538-2544), 2013. Date of Publication: Novenber 2013.",Ireland
European Spine Journal,2013,"Ito K.

Yukawa Y.

Machino M.

Kato F.Ito K.

Yukawa Y.

Machino M.

Kato F.",Spinal cord cross-sectional area during flexion and extension in the patients with cervical ossification of posterior longitudinal ligament.,"European Spine Journal. 22 (11) (pp 2564-2568), 2013. Date of Publication: Novenber 2013.",Japan
,2013,,Footprint mismatch in total cervical disc arthroplasty.,,austria
European Spine Journal,2013,"Dong F.

Shen C.

Jiang S.

Zhang R.

Song P.

Yu Y.

Wang S.

Li X.

Zhao G.

Ding C.",Measurement of volume-occupying rate of cervical spinal canal and its role in cervical spondylotic myelopathy.,"European Spine Journal. 22 (5) (pp 1152-1157), 2013. Date of Publication: May 2013.",China
European Spine Journal,2013,"Du W.

Wang L.

Shen Y.

Zhang Y.

Ding W.

Ren L.","Long-term impacts of different posterior operations on curvature, neurological recovery and axial symptoms for multilevel cervical degenerative myelopathy.","European Spine Journal. 22 (7) (pp 1594-1602), 2013. Date of Publication: July 2013.",China
,2013,,Utilization trends of cervical artificial disc replacement during the FDA investigational device exemption clinical trials compared to anterior cervical fusion.,,usa
Journal of Clinical Neuroscience,2013,"Fengbin Y.

Deyu C.

Xinwei W.

Yu C.

Jinhao M.

Xinyuan L.

Xiaowei L.",Trauma-induced spinal cord injury in cervical spondylotic myelopathy with or without lower cervical instability.,"Journal of Clinical Neuroscience. 20 (3) (pp 419-422), 2013. Date of Publication: March 2013.",China
Journal of Orthopaedic Science,2013,"Takeshita K.

Hosono N.

Kawaguchi Y.

Hasegawa K.

Isomura T.

Oshima Y.

Ono T.

Oshina M.

Oda T.

Kato S.

Yonenobu K.","Validity, reliability and responsiveness of the Japanese version of the Neck Disability Index.","Journal of Orthopaedic Science. 18 (1) (pp 14-21), 2013. Date of Publication: January 2013.",Japan
Journal of Spinal Disorders and Techniques,2013,"Miwa T.

Hosono N.

Mukai Y.

Makino T.

Kandori A.

Fuji T.",Finger-tapping motion analysis in cervical myelopathy by magnetic-sensor tapping device.,"Journal of Spinal Disorders and Techniques. 26 (6) (pp E204-E208), 2013. Date of Publication: August 2013.",Japan
Journal of Spinal Disorders and Techniques,2013,"Paholpak P.

Jirarattanaphochai K.

Sae-Jung S.

Wittayapairoj K.Paholpak P.

Jirarattanaphochai K.

Sae-Jung S.

Wittayapairoj K.",Clinical correlation of cervical myelopathy and the hyperactive pectoralis reflex.,"Journal of Spinal Disorders and Techniques. 26 (8) (pp E314-E318), 2013. Date of Publication: 2013.",Thailand
Neuroradiology,2013,"Bartlett R.J.V.

Rigby A.S.

Joseph J.

Raman A.

Kunnacherry A.

Hill C.A.R.",Extension MRI is clinically useful in cervical myelopathy.,"Neuroradiology. 55 (9) (pp 1081-1088), 2013. Date of Publication: September 2013.",UK
Neurosurgical focus,2013,"Behrbalk E.

Salame K.

Regev G.J.

Keynan O.

Boszczyk B.

Lidar Z.",Delayed diagnosis of cervical spondylotic myelopathy by primary care physicians.,"Neurosurgical focus. 35 (1) (pp E1), 2013. Date of Publication: 01 Jul 2013.",UK
Spinal Cord,2013,"Takahashi K.

Ozawa H.

Sakamoto N.

Minegishi Y.

Sato M.

Itoi E.",Influence of intramedullary stress on cervical spondylotic myelopathy.,"Spinal Cord. 51 (10) (pp 761-764), 2013. Date of Publication: October 2013.",Japan
Spinal Cord,2013,"Salamon N.

Ellingson B.M.

Nagarajan R.

Gebara N.

Thomas A.

Holly L.T.",Proton magnetic resonance spectroscopy of human cervical spondylosis at 3T.,"Spinal Cord. 51 (7) (pp 558-563), 2013. Date of Publication: July 2013.",USA
